Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,141912543.0,156009470.0
2024-03-01,159921463.0,164453980.0
2024-04-01,155599117.0,167480480.0
2024-05-01,170657958.0,171323070.0
2024-06-01,162330095.0,171076060.0
2024-07-01,160461104.0,172585660.0
2024-08-01,165458752.0,174313340.0
