epoch,train_loss,val_loss
1,0.13688726723194122,0.3488920032978058
2,0.1014627143740654,0.2733093798160553
3,0.07740271836519241,0.2026110142469406
4,0.0598575584590435,0.14001771807670593
5,0.03633415699005127,0.08801184594631195
6,0.02759508416056633,0.05063049867749214
7,0.020364167168736458,0.029530566185712814
8,0.02420632354915142,0.020876336842775345
9,0.02715563215315342,0.01877979002892971
10,0.039835527539253235,0.018849635496735573
11,0.03486289083957672,0.020393168553709984
12,0.034819718450307846,0.023230604827404022
13,0.02667076513171196,0.02833656594157219
14,0.02516242116689682,0.035455260425806046
15,0.02185692824423313,0.04445461183786392
16,0.020069323480129242,0.05392502620816231
17,0.023657411336898804,0.0631362795829773
18,0.023418797180056572,0.07102543115615845
19,0.022604869678616524,0.0770094096660614
20,0.02452280931174755,0.08025579899549484
21,0.024401791393756866,0.08103824406862259
22,0.024075860157608986,0.07946652919054031
23,0.025168871507048607,0.07302428781986237
24,0.022349083796143532,0.06558562815189362
25,0.02499256655573845,0.057599008083343506
26,0.022206589579582214,0.04994313418865204
27,0.02177593857049942,0.04279186949133873
28,0.02159566432237625,0.03735867887735367
29,0.021497299894690514,0.034291185438632965
30,0.02165878377854824,0.03247050195932388
31,0.01721321977674961,0.03215509653091431
32,0.02382764033973217,0.03386556729674339
33,0.022966044023633003,0.03685298562049866
34,0.021239129826426506,0.040857840329408646
35,0.021466974169015884,0.045454591512680054
36,0.02119744010269642,0.05041778087615967
37,0.023137561976909637,0.05544605851173401
38,0.020561041310429573,0.05933499336242676
39,0.021938808262348175,0.062063612043857574
40,0.021739782765507698,0.06372090429067612
41,0.021221697330474854,0.06397056579589844
42,0.02248496003448963,0.061981599777936935
43,0.019060326740145683,0.05932310223579407
44,0.022604240104556084,0.05616775155067444
45,0.01821918413043022,0.052574701607227325
46,0.022586647421121597,0.048616647720336914
47,0.020708082243800163,0.04471305012702942
48,0.022326387465000153,0.041350334882736206
49,0.02040642313659191,0.03893469646573067
50,0.0203376654535532,0.03760567307472229
51,0.022981595247983932,0.03798328712582588
52,0.021733606234192848,0.0394306555390358
53,0.019597064703702927,0.041513942182064056
54,0.01889048144221306,0.04460403695702553
55,0.0193119365721941,0.04795704036951065
56,0.021116526797413826,0.0516236238181591
57,0.02111736126244068,0.05522409826517105
58,0.01924816146492958,0.057871561497449875
59,0.018367789685726166,0.05945767089724541
60,0.01973695680499077,0.05866367742419243
61,0.019830947741866112,0.05727142095565796
62,0.019092537462711334,0.05516832321882248
63,0.019283896312117577,0.052993785589933395
64,0.01975155621767044,0.0505194291472435
65,0.020334718748927116,0.048607129603624344
66,0.02002076245844364,0.04624015837907791
67,0.020283998921513557,0.044470250606536865
68,0.0177715253084898,0.042609792202711105
69,0.019172288477420807,0.04135109484195709
70,0.020161710679531097,0.041564103215932846
71,0.020887577906250954,0.042690351605415344
72,0.019474046304821968,0.04446184262633324
73,0.022929077968001366,0.046539921313524246
74,0.019057799130678177,0.04900620877742767
75,0.017088424414396286,0.05091695860028267
76,0.01955202780663967,0.05223473161458969
77,0.017980214208364487,0.0523979552090168
78,0.01912800222635269,0.05142617225646973
79,0.01999329961836338,0.05053320527076721
80,0.01918923668563366,0.049593616276979446
81,0.01956992596387863,0.048802897334098816
82,0.019936667755246162,0.047348372638225555
83,0.017290594056248665,0.04585879296064377
84,0.018608801066875458,0.04465871304273605
85,0.02115517109632492,0.04368012025952339
86,0.01501571573317051,0.04254373162984848
87,0.0220049861818552,0.042026106268167496
88,0.01632477156817913,0.04160653054714203
89,0.021616918966174126,0.04204929620027542
90,0.020772544667124748,0.04255620762705803
91,0.018792040646076202,0.04351738095283508
92,0.019540894776582718,0.04483959451317787
93,0.019306190311908722,0.045854754745960236
94,0.018929148092865944,0.04649006575345993
95,0.018564710393548012,0.047242555767297745
96,0.017544718459248543,0.047327738255262375
97,0.01984267309308052,0.0470377653837204
98,0.016756029799580574,0.0456552617251873
99,0.019095629453659058,0.0444197952747345
100,0.018211012706160545,0.04302933067083359
101,0.017215611413121223,0.04192031919956207
102,0.018765883520245552,0.04102909192442894
103,0.019793186336755753,0.0414370596408844
104,0.01602182164788246,0.04183565452694893
105,0.016026409342885017,0.04133728891611099
106,0.01837453804910183,0.041535791009664536
107,0.020556621253490448,0.041861169040203094
108,0.019835157319903374,0.04303064942359924
109,0.017770610749721527,0.04380413889884949
110,0.017633669078350067,0.044263388961553574
111,0.019771145656704903,0.04556882008910179
112,0.019506283104419708,0.04683516174554825
113,0.019505219534039497,0.0474710538983345
114,0.016267890110611916,0.04747491329908371
115,0.018062131479382515,0.04582015424966812
116,0.01887478679418564,0.04345133900642395
117,0.012714103795588017,0.04120869189500809
118,0.015290236100554466,0.03957579284906387
119,0.018766554072499275,0.038679637014865875
120,0.01937953755259514,0.0373232401907444
121,0.015744997188448906,0.03610992059111595
122,0.016960086300969124,0.03560689464211464
123,0.019317103549838066,0.03658929839730263
124,0.01947426050901413,0.03938714414834976
125,0.01812196522951126,0.040640939027071
126,0.014033391140401363,0.0406963936984539
127,0.015978852286934853,0.042401380836963654
128,0.017511719837784767,0.044048603624105453
129,0.019261304289102554,0.044713009148836136
130,0.017439069226384163,0.043966881930828094
131,0.015623980201780796,0.043035589158535004
132,0.017989762127399445,0.041425690054893494
133,0.017646266147494316,0.04052886739373207
134,0.0163430105894804,0.04032743349671364
135,0.018259676173329353,0.04060681536793709
136,0.017851633951067924,0.04250294715166092
137,0.017537955194711685,0.04434541240334511
138,0.018490737304091454,0.04511289671063423
139,0.017166685312986374,0.045731909573078156
140,0.018449751660227776,0.04570590704679489
141,0.015991978347301483,0.044575437903404236
142,0.018067847937345505,0.04268580675125122
143,0.01651340164244175,0.040951889008283615
144,0.015182497911155224,0.03984369710087776
145,0.0149711724370718,0.0393948033452034
146,0.016870828345417976,0.0406099371612072
147,0.016175709664821625,0.04119441285729408
148,0.01607951521873474,0.04030613601207733
149,0.015964124351739883,0.039376042783260345
150,0.018610306084156036,0.038759518414735794
