Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,141912543.0,146659000.0
2024-03-01,159921463.0,144360450.0
2024-04-01,155599117.0,145454960.0
2024-05-01,170657958.0,146189740.0
2024-06-01,162330095.0,149073660.0
2024-07-01,160461104.0,150208200.0
2024-08-01,165458752.0,150421400.0
