Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,141912543.0,146830720.0
2024-03-01,159921463.0,149145630.0
2024-04-01,155599117.0,150042600.0
2024-05-01,170657958.0,151122050.0
2024-06-01,162330095.0,151263820.0
2024-07-01,160461104.0,151958020.0
2024-08-01,165458752.0,152695580.0
