Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,141912543.0,142308750.0
2024-03-01,159921463.0,140079840.0
2024-04-01,155599117.0,149400700.0
2024-05-01,170657958.0,149321730.0
2024-06-01,162330095.0,156520580.0
2024-07-01,160461104.0,152590580.0
2024-08-01,165458752.0,150565060.0
