Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,208153140.0
2024-03-01,178516104.0,211527600.0
2024-04-01,185582844.0,212041840.0
2024-05-01,198288412.0,212876600.0
2024-06-01,193975757.0,212517020.0
2024-07-01,205425976.0,211446720.0
2024-08-01,194979348.0,208573120.0
