Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,208173860.0
2024-03-01,178516104.0,210900980.0
2024-04-01,185582844.0,211149860.0
2024-05-01,198288412.0,211654080.0
2024-06-01,193975757.0,211181400.0
2024-07-01,205425976.0,210051490.0
2024-08-01,194979348.0,207383710.0
