Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,192705180.0
2024-03-01,178516104.0,198910750.0
2024-04-01,185582844.0,202240240.0
2024-05-01,198288412.0,208533710.0
2024-06-01,193975757.0,214922240.0
2024-07-01,205425976.0,213769600.0
2024-08-01,194979348.0,212607170.0
