Tanggal,Aktual_kWh,Prediksi_kWh
2023-09-01,220551483.0,223974450.0
2023-10-01,214306251.0,212956960.0
2023-11-01,208001177.0,201715600.0
2023-12-01,190195282.0,196796180.0
2024-01-01,183793574.0,189860350.0
2024-02-01,181915624.0,189866820.0
2024-03-01,178516104.0,197306820.0
2024-04-01,185582844.0,202712590.0
2024-05-01,198288412.0,211812000.0
2024-06-01,193975757.0,220144480.0
2024-07-01,205425976.0,221178020.0
2024-08-01,194979348.0,220556640.0
