epoch,train_loss,val_loss
1,0.33692944049835205,0.48290306329727173
2,0.30792000889778137,0.4423077702522278
3,0.2855745255947113,0.40310508012771606
4,0.27392807602882385,0.37191200256347656
5,0.2529456913471222,0.3392968773841858
6,0.23698320984840393,0.30717143416404724
7,0.21631668508052826,0.2726997435092926
8,0.19581812620162964,0.236351877450943
9,0.17681847512722015,0.19872751832008362
10,0.16413339972496033,0.16088123619556427
11,0.141668900847435,0.12391223758459091
12,0.12119687348604202,0.08935905992984772
13,0.10531909018754959,0.05965941399335861
14,0.08343465626239777,0.038317080587148666
15,0.07082674652338028,0.029233405366539955
16,0.07055195420980453,0.03487774357199669
17,0.07789202779531479,0.051623500883579254
18,0.08339795470237732,0.06750930845737457
19,0.09214212745428085,0.07296925783157349
20,0.0933191329240799,0.06876000761985779
21,0.09834399819374084,0.058436620980501175
22,0.08446676284074783,0.04658583924174309
23,0.08859428763389587,0.03668290376663208
24,0.07858558744192123,0.03092041052877903
25,0.07877177745103836,0.02918803133070469
26,0.0741790384054184,0.030295616015791893
27,0.07105503231287003,0.03288616985082626
28,0.07555443048477173,0.03599730506539345
29,0.07176756113767624,0.03900007903575897
30,0.07135064154863358,0.041219163686037064
31,0.07573214173316956,0.04222937673330307
32,0.07017774879932404,0.042296670377254486
33,0.0759226530790329,0.04139210656285286
34,0.08299588412046432,0.039818037301301956
35,0.08044925332069397,0.03771543875336647
36,0.07273636013269424,0.03546599671244621
37,0.07812018692493439,0.03329334408044815
38,0.07489178329706192,0.03138359636068344
39,0.07534964382648468,0.03011544980108738
40,0.06737964600324631,0.029391292482614517
41,0.07250379025936127,0.029223833233118057
42,0.07486165314912796,0.029522979632019997
43,0.07278741151094437,0.030021637678146362
44,0.06408330798149109,0.030346404761075974
45,0.06091887131333351,0.030711060389876366
46,0.06294727325439453,0.03086879849433899
47,0.07223957031965256,0.030844707041978836
48,0.07283950597047806,0.03054317831993103
49,0.07885335385799408,0.030074531212449074
50,0.07664471864700317,0.029648125171661377
51,0.06175887584686279,0.02937651053071022
52,0.06846995651721954,0.029340136796236038
53,0.06500212848186493,0.029445309191942215
54,0.0647357776761055,0.029679924249649048
55,0.06431662291288376,0.029888829216361046
56,0.07127853482961655,0.030119657516479492
57,0.06788402050733566,0.030291547998785973
58,0.06511695683002472,0.03039855882525444
59,0.06842261552810669,0.030321186408400536
60,0.06746912002563477,0.029981110244989395
61,0.06775033473968506,0.0297248512506485
62,0.07323219627141953,0.029582535848021507
63,0.06523885577917099,0.02951662801206112
64,0.06481676548719406,0.02955959178507328
65,0.07441851496696472,0.02965485490858555
66,0.06888111680746078,0.02985820733010769
67,0.07005071640014648,0.03009052947163582
68,0.06038961187005043,0.030456429347395897
69,0.06998942047357559,0.03057807683944702
70,0.06921221315860748,0.03064081072807312
71,0.0721660703420639,0.03061029314994812
72,0.0649164691567421,0.030398067086935043
73,0.07045218348503113,0.03023313358426094
74,0.05876685306429863,0.030178282409906387
75,0.06862644106149673,0.03010178543627262
76,0.06951390206813812,0.030003931373357773
77,0.07267121225595474,0.02990390919148922
78,0.06627946346998215,0.029895931482315063
79,0.07005611062049866,0.030040428042411804
80,0.0727166160941124,0.030112773180007935
81,0.06380879133939743,0.030149346217513084
82,0.06073416769504547,0.030456185340881348
83,0.06034667789936066,0.030886411666870117
84,0.06536948680877686,0.03127514198422432
85,0.06550195068120956,0.03143475949764252
86,0.062048498541116714,0.031576238572597504
87,0.0710073858499527,0.03147701174020767
88,0.06636631488800049,0.031551532447338104
89,0.07010933756828308,0.03151627629995346
90,0.062374893575906754,0.03158865123987198
91,0.0697421059012413,0.03140660375356674
92,0.06629936397075653,0.031100202351808548
93,0.0744701474905014,0.030338838696479797
94,0.06526436656713486,0.02983662486076355
95,0.062800832092762,0.029419517144560814
96,0.062172260135412216,0.029159704223275185
97,0.060884539037942886,0.029063379392027855
98,0.06296207755804062,0.02906658686697483
99,0.06178070232272148,0.029237383976578712
100,0.06825534999370575,0.029505783692002296
101,0.06242632865905762,0.029843444004654884
