Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,198952640.0
2024-03-01,178516104.0,194623060.0
2024-04-01,185582844.0,190783460.0
2024-05-01,198288412.0,189196480.0
2024-06-01,193975757.0,190638610.0
2024-07-01,205425976.0,191544820.0
2024-08-01,194979348.0,194141700.0
