Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,208389970.0
2024-03-01,178516104.0,209397580.0
2024-04-01,185582844.0,208719840.0
2024-05-01,198288412.0,208013890.0
2024-06-01,193975757.0,206797200.0
2024-07-01,205425976.0,205293390.0
2024-08-01,194979348.0,203238620.0
