Tanggal,Aktual_kWh,Prediksi_kWh
2024-02-01,181915624.0,198184370.0
2024-03-01,178516104.0,195115460.0
2024-04-01,185582844.0,191986720.0
2024-05-01,198288412.0,191513780.0
2024-06-01,193975757.0,194007470.0
2024-07-01,205425976.0,194194660.0
2024-08-01,194979348.0,196762450.0
